Name,Followers,Friends
majetisiri,5.2094533656,5.7813597135
Farshid Zaker,5.2094533656,7.8948177633
l,5.2479275134,12.2434715384
Rebecca Holte,5.2479275134,9.0471239121
Daniel Bicho,5.2854022189,7.2854022189
Inge,5.2854022189,7.8265484873
Rajnish Mallick,5.3219280949,6.7279204546
Zeon Trevor Fernando,5.3575520046,8.2240016742
Richard Wincewicz,5.3575520046,8.5584207133
chd,5.3923174228,6.8073549221
Joy,5.3923174228,9.3553510964
Corren McCoy,5.3923174228,5.672425342
ZerOne Magazine,5.4594316186,9.1189410727
Shebin,5.4594316186,6.4093909361
Seb Pivain-Leroy,5.4594316186,7.1699250014
Peter Onymos,5.4594316186,10.1623913288
httpreserve,5.4918530963,6.4262647547
utumno_4,5.4918530963,8.0443941194
Nauman Siddique,5.4918530963,7.6366246205
മിലി,5.4918530963,6.7004397181
Hussam Aldeen Hallak,5.5235619561,7.4838157773
Kumar,5.5849625007,6.3575520046
Brian Griffin,5.5849625007,7.5924570373
Jon Robison,5.5849625007,6.6438561898
Maheedhar Gunnam,5.6147098441,7.4998458871
Joffrey Decourselle,5.6147098441,6.5545888517
xuxomln,5.6147098441,6.5235619561
tmeehleib,5.6438561898,9.17990909
Jose Antonio Olvera,5.6438561898,9.1085244568
Jian Wu,5.7004397181,7.0874628413
kiran khaniya,5.7004397181,7.7615512324
Abd El-Fatah,5.7004397181,8.4178525149
manoj Kompalli,5.7004397181,7.3663222142
Erik Hetzner,5.7004397181,8.8548683833
Krzysztof Rechowicz,5.7279204546,7.3575520046
Molly Cleary,5.7279204546,7.4512111118
Miriam Blake,5.7279204546,6.3750394313
Ahmed Ghozia,5.7279204546,8.6865005272
Robin Ruggaber,5.7548875022,6.8579809951
Lulwah,5.7548875022,7.1395513524
archivist,5.7813597135,8.1749256825
Yves Maurer,5.8073549221,6.9772799235
dinesh kumar paladhi,5.8073549221,7.7414669864
gaurav,5.8073549221,7.1292830169
Ray,5.8579809951,8.1189410727
Souhail_G,5.8579809951,7.9600019321
JCDL 2015 Conference,5.8579809951,7.0874628413
Tirthankar Ghosal,5.8826430494,9.3728650601
Gina Jones,5.9068905956,7.0443941194
Matt Zimmerman,5.9307373376,8.0874628413
jcdl2012,5.9541963104,3.4594316186
Beki Sanderson,5.9772799235,6.8073549221
Meghan Chandarana,5.9772799235,7.3487281542
Dr.  Oluwabunmi Bakare,5.9772799235,7.4594316186
Lynda Schmitz Fuhrig,5.9772799235,9.6275338845
Hoq chow,6,10.3717766443
Ryan Yacyshyn,6,7.7073591321
Zhiwu Xie,6,6.3219280949
Yanjie Fu,6.022367813,9.283088353
Vipul Tyagi,6.022367813,10.5186531557
Grant Atkins,6.0443941194,8
Printuu,6.0443941194,10.5980525002
Neil Monday,6.0660891905,6.6147098441
Christie Moffatt,6.0874628413,8.2946207489
Ziad Matni,6.0874628413,6.5849625007
E. Ashley Cale,6.1292830169,9.0953970228
9ulovesu,6.1292830169,8.5698556083
Kenneth E. Chapman,6.1292830169,6.672425342
WehoMan,6.1497471195,10.8201789624
Miranda Smith,6.1699250014,8.1032878084
Momodu Aminat Tilda,6.1699250014,7.9425145053
Micah Zeller,6.1699250014,9.2191685205
Osiris,6.1898245589,9.1699250014
Valentina,6.2094533656,7.3750394313
holly phillips,6.2288186905,8.7813597135
Jonathan Greenberg,6.2288186905,8.5507467854
Daniel Sifton,6.2667865407,6.3037807482
Teri Berg,6.2667865407,9.5905870499
pfoytik,6.2854022189,8.5156998383
René Voorburg,6.2854022189,6.5849625007
Brenda Reyes,6.2854022189,6.0874628413
L. Wynholds,6.2854022189,7.2946207489
RMap Project,6.3219280949,6.2667865407
Zorton&theCannibals,6.3398500029,8.2384047393
NetLab,6.3398500029,4.9068905956
annediaz,6.3398500029,10.195987298
Beach Auto Brokers,6.3398500029,7.7944158664
Paul Logasa Bogen II,6.3750394313,6.7142455177
saikou Diallo,6.4262647547,7.2946207489
DLib2014,6.4262647547,4.3923174228
Libio H.,6.4429434958,6.0443941194
MementoWeb,6.4429434958,5.2854022189
Richard Furuta,6.4429434958,7.2573878427
David Reist,6.4594316186,11.2632692004
aniket chandak,6.4594316186,8.4093909361
Sorgente Linda,6.4594316186,9.8887432489
VStouff,6.475733431,7.0552824355
www.sheershasamachar,6.475733431,9.3858624006
Karolina Holub,6.475733431,7.9600019321
Mohd Kamal,6.4918530963,10.2252074369
Malte Seagull 🚀,6.4918530963,9.3619437737
rudolf,6.5235619561,6.7813597135
GJST,6.5235619561,8.8360503551
vichaarsomeachaar,6.5391588111,9.4220647662
Cathy Hartman,6.5391588111,5.2479275134
schuurmanna,6.5545888517,8.8360503551
Kwasi Boateng,6.5849625007,8.603626345
Karen Hanson,6.5999128422,7.4676055501
Iulia Dobre,6.6147098441,8.8201789624
Sampath Jayarathna,6.6293566201,6.3219280949
IJCSIT Journal,6.6438561898,10.5631962722
Genevieve Milliken,6.6438561898,8.1996723448
Neal Audenaert,6.6438561898,7.7414669864
Hrrmph,6.6582114828,8.9829935747
[ bodhisattvaOS ],6.6865005272,7.0874628413
carolh1,6.7004397181,7.9657842847
Ahmed Hosni,6.7004397181,10.2702953265
Just Jamie,6.7142455177,8.5999128422
C,6.7279204546,10.9432473959
T DiLauro,6.7414669864,7.1996723448
Corinna Breitinger,6.7681843248,7.8887432489
TPDL 2016,6.7681843248,6.7813597135
Sebastian Resano,6.7813597135,9.453270634
noa kasman,6.8073549221,9.2336196768
Thomas Risse,6.8073549221,7.7944158664
Abdulla Alasaadi,6.8073549221,7.4838157773
Michelle Gallinger,6.8454900509,7.9248125036
Lam Mai ن,6.8579809951,8.4387918526
Graham Seaman,6.8948177633,7.5077946402
Tuomo Virolainen,6.9068905956,10.3196721209
Andreas Segerberg @segerberg@digipres.club,6.9188632373,7.5545888517
Benn Joseph,6.9307373376,8
Aric Aumann,6.9307373376,8.5698556083
Yasith Jayawardana,6.9425145053,8.0768155971
Sabine Hartmann,6.9425145053,7.971543554
Kasey McNamara,6.9425145053,8.4304525517
zimeon,6.9541963104,4.8579809951
Camie Badura,6.9541963104,10.3944626946
Kyle Williams,6.9657842847,8.4635243733
ODU Science Pubs,6.9772799235,6.9541963104
Kings web it,6.9772799235,10.5028318041
Mohamed Aturban,6.9772799235,7.098032083
Johanna Lautner,7.0112272554,8.8392037881
India Raybould,7.022367813,9.3944626946
siddharth tyagi,7.022367813,10.8486229404
iPRES2014,7.022367813,5.3923174228
Vaibhav,7.0334230015,7.3487281542
Pavlos Fafalios,7.0443941194,7.8008998999
Myriam,7.0660891905,8.5849625007
JCDL 2016,7.0768155971,6.2094533656
Carlton Northern,7.1085244568,7.6582114828
OFFTHEHOOK,7.1292830169,8.6899979714
Helge Holzmann,7.1395513524,7.3575520046
Mummify,7.1395513524,9.2807707701
Gerhard Gossen,7.1395513524,7.5077946402
Ross Gore,7.1598713368,7.2094533656
WSU NDSA,7.1598713368,8.0389189893
JCDL 2018,7.1699250014,5.9541963104
CSS 2015,7.1898245589,8.2526654325
John Berlin,7.2094533656,9.0741414628
Scott Ainsworth,7.2094533656,7.6510516912
Uma Murthy,7.2191685205,8.1898245589
NorfolkVA_ #NVA_™,7.2288186905,9.2455527063
Agent of User 🦁,7.2479275134,10.9520131649
erika siregar,7.2479275134,8.9628960053
cara downey,7.2479275134,9.0794847838
Metalinker.org,7.2479275134,10.6882503091
jackie stein,7.3128829553,9.4655664048
Edel O'Shea,7.3309168781,8.8917837032
migcosta,7.3398500029,8.1548181091
Kulturreste,7.3750394313,7.5849625007
Ilias Trochidis,7.3750394313,8.4093909361
All Things Graphed,7.3923174228,5.7279204546
iPRES 2013,7.4093909361,7.8826430494
Ifigeneia Manolop,7.4262647547,10.6768386065
WOSP Workshop,7.4429434958,8.5077946402
Mahmoud Atef,7.4594316186,8.2761244053
IJDL,7.475733431,5.6438561898
Hany SalahEldeen,7.475733431,7
Dr Clare Llewellyn,7.4838157773,7.7681843248
Sarah Bellefleur,7.4918530963,7.5156998383
Jewel H. Ward,7.5156998383,7.3128829553
xxm,7.5235619561,9.6882503091
Gigaflop,7.5235619561,8.5887146356
Andrea Goethals,7.5545888517,7.6293566201
rosalie lack,7.5545888517,8.475733431
JCDL Conference,7.5545888517,7.5313814605
Auke Touwslager,7.5622424242,7.9188632373
Aliaksandr Birukou,7.5698556083,6.9188632373
UCLA Acquisitions,7.5698556083,7.6582114828
MD SHAJID,7.5849625007,9.9381093262
SANDRA-LOURDES,7.5999128422,9.5058115539
Iron Man,7.5999128422,9.2264121928
Ryder Kouba,7.6293566201,9.6952282915
Ralf Claussnitzer,7.6293566201,7.6220518195
The Heart Stompers + Gina D,7.6438561898,7.4178525149
PEGI Project,7.6510516912,6.4918530963
thewebthatwas,7.672425342,8.3037807482
ptrourke,7.6865005272,10.6054795181
Dr. Ada Lerner,7.6934869575,7.9829935747
Gerda  Mueller2,7.6934869575,9.7565563225
Andrew Robb,7.7004397181,10.0754791495
Pam Oliver,7.7004397181,12.2877123795
0,7.7073591321,10.832098846
TagTrees,7.7073591321,10.8273427042
Felipe Bravo Márquez,7.7142455177,9.3531468255
Bela Gipp,7.7210991887,7.8948177633
Emily Maemura,7.7279204546,8.9886846868
School of Salamanca,7.7279204546,7.098032083
Alex Bolan,7.7279204546,10.453270634
Jonathan Irwin,7.7347096202,10.7287708495
Bill Ingram ⛵️,7.7414669864,7.9657842847
Oliver Kiechle,7.7481928496,8.9600019321
ACM ICTIR,7.7548875022,8.0334230015
JCDL2017,7.7681843248,9.1318569606
Jim Tuttle,7.8008998999,7.5077946402
Viral Pasad,7.8073549221,8.4838157773
Unmil Karadkar,7.8073549221,7.9829935747
Dr. Samy El-Tawab,7.8201789624,8.6582114828
Jody DeRidder,7.8265484873,7.5698556083
WebART,7.8265484873,7.5698556083
luis meneses,7.8517490414,7.7073591321
Impact Zone,7.8579809951,9.1163439612
Julien Masanes,7.8641861447,5.8579809951
Richard D Jones,7.8765169466,7.7944158664
Matthew Phillips,7.8826430494,9.6688849843
Alex Thurman,7.8887432489,8.0821490414
Aleph Archives,7.8887432489,10.1267044728
Silvia Dal Dosso,7.900866808,9.5755392468
ForgetIT Project,7.900866808,8.1497471195
B. Danette Allen,7.900866808,5.5849625007
Gamerr4444,7.9128893362,10.0993478104
myerscarpenter,7.9307373376,8.7073591321
J. Stephen Downie,7.936637939,8.4716752144
Michael Gossett,7.936637939,8.4878400338
Ahmed Hesham,7.9541963104,10.7829982089
Alexander C. Nwala,7.9657842847,6.5545888517
Amadou Waddawannadou,7.9772799235,8.2094533656
Ёхен,7.9772799235,10.2203783277
Reed Tech,7.9829935747,8.3174126138
Jessica Lindholm,7.9886846868,7.5468944599
ODU Computer Science,7.9886846868,6.475733431
Hugo Huurdeman,7.9943534369,8.2620948454
Amy Kirchhoff,8,10.0940776857
Surya Kallumadi,8.0279059966,9.8057438722
Rod Wittenberg,8.0279059966,8.0056245492
Gerrit @EzellaGarnie@mastodonten.de Gragert 🇪🇺,8.0334230015,9.1823943534
Bernhard Haslhofer,8.0334230015,7.6865005272
Lili,8.0389189893,10.1623913288
Ali Msabawy,8.0606959317,10.9686667932
Milena Dobreva,8.0714623626,9.0579917228
Kevin Brown,8.0821490414,9.7548875022
Dale Russell,8.0821490414,9.8153832958
whyR,8.0874628413,6.6582114828
Justin F Brunelle,8.0874628413,7.7073591321
CalPOP,8.0927571409,10.5933911228
ExpressYourInnerYogi,8.098032083,9.0741414628
Ted Lawless,8.113742166,9.3286749273
ISI2015,8.1395513524,10.0430272836
Laura J. Smart,8.1497471195,8.2336196768
Scott Reed,8.1548181091,9.0874628413
Shodan.Morricone,8.1598713368,10.1996723448
Jessica,8.1598713368,10.0566377151
JCDL2013,8.1649069267,9.3219280949
michelle,8.17990909,9.7125270004
Sara Aubry,8.1947568544,8.2143191208
Dannie,8.2336196768,12.2854022189
Brenda Berkelaar,8.2384047393,7.6147098441
Digi Archives Team,8.2526654325,10.3630396303
DOWN at ODU,8.2526654325,10.7607199475
Katrina Stierholz,8.2573878427,8.5849625007
Sticledis,8.2667865407,12.2877123795
Rj,8.2807707701,10.2550285698
Krista Ferrante,8.2900188469,9.4030120236
Nancy Alajarmeh,8.2900188469,9.9203528554
Dan Kerchner,8.2992080184,10.1836353815
N J Bingham,8.3037807482,7.6147098441
Ivan Subotic,8.3037807482,9.5449644328
Kai Eckert,8.3174126138,8.1241213118
Saad Ehsan,8.3487281542,11.4599438484
d:swarm,8.3487281542,10.1150436502
WiL Baldwin,8.3531468255,7.6220518195
John Kunze,8.3619437737,8.3837042925
Oya Y Rieger,8.3706874068,8.3619437737
Martin Gengenbach,8.3706874068,11.2963426847
tpdl2018,8.3706874068,7.9943534369
Paolo Bory,8.3880172853,9.8392037881
Paisadalo,8.3880172853,10.7515440591
macrae,8.4051414631,12.2871351861
Caleb Jones,8.4093909361,8.7380922596
W.P. Kefi,8.4093909361,10.3454052467
Michele McDonald,8.413627929,9.2288186905
Michele Weigle,8.4304525517,7.7142455177
NASA AVIATION,8.4346282276,11.3734089602
DIAL-UCLouvain,8.4346282276,8.4093909361
squealermusic,8.4512111118,9.098032083
Kristinn Sigurðsson,8.4512111118,7.6865005272
Stephanie Beene,8.4553272203,10.7465143211
Ilya Kreymer,8.4635243733,6.7142455177
MPV SEAT COVERS UK,8.4676055501,10.5717526435
Philipp Schaer,8.4716752144,7.9772799235
Lily Pregill,8.4716752144,8.5812005819
Seamus Ross,8.479780264,7.6794800995
Ben LeBrun,8.4918530963,9.7159619903
Pat Shiu,8.5156998383,8.9801395776
Infoboxes.net,8.5156998383,12.1805308073
S.C. Healy,8.5156998383,9.6564248633
Douglas White,8.5196362528,9.0714623626
Michael A. Herzog,8.5313814605,9.3309168781
Jeff Deutch,8.5352753766,9.7632123668
Elizabeth McAulay,8.5430318203,9.113742166
Roxana Maurer-Popistașu,8.5545888517,8.4262647547
Charles Vardeman,8.5736471875,10.8415643477
Greg Wiedeman,8.5736471875,8.5924570373
Gianmaria Silvello,8.5736471875,9.0498485495
Kelly Visnak,8.5849625007,9.413627929
Laura Dietz,8.5887146356,7.5999128422
Amy Joseph,8.5887146356,8.971543554
Stesker3D,8.6073303137,11.7976615259
Sumitra Duncan,8.6073303137,8.577428828
Erik Choi,8.6073303137,9.603626345
Bex of the Valley,8.6110247973,12.2882893422
Bram Luyten,8.6110247973,9.1996723448
Margo Padilla,8.6147098441,8.6183855023
Frank McCown,8.6220518195,7.2191685205
Sara Caputo,8.6257088431,9.9068905956
Ahmed AlSum,8.6582114828,8.2667865407
Shawn M. Jones,8.6653359172,9.2667865407
Erik Freiser,8.6829945837,11.4072677642
Daniel,8.6969675262,10.2348174311
Peter Burnhill,8.6969675262,9.5216004397
iPres2018,8.7108064337,8.5391588111
James Smith,8.7176764231,8.7515440591
Fuqiang Huang,8.7681843248,11.6366246205
TEI Landmark,8.7714894695,12.0237543533
Aaron Brenner,8.7714894695,9.1292830169
Nanopublications,8.7780771295,9.8963324039
Moustafa Emara,8.7780771295,8.6899979714
Juliane Stiller,8.7813597135,9.411510988
Tyler Walters,8.7911628886,7.9829935747
Mason Competitive Cyber,8.8008998999,8.7714894695
"WS-DL Group, ODU CS",8.8008998999,5.8328900142
برامج ادفاك الطبى,8.8105716347,11.6693280044
Antal,8.8169836233,11.2620948454
@no identd,8.8265484873,12.2891543537
Jesse 4 NFK Council,8.8297227351,10.7821791938
soren ☃️ 💬,8.8392037881,9.6091787381
ICDM 2016,8.8454900509,9.0389189893
Yasmina Anwar,8.8548683833,8.6969675262
The Devs,8.8579809951,9.7829982089
George Buchanan,8.8579809951,7.022367813
Michelle L Storrod,8.8672787397,10.1861142395
Jak Akdemir,8.8672787397,8.9248125036
Jasmine Mulliken,8.8795832496,8.936637939
Petr Knoth,8.8826430494,7.0768155971
Mike Zarro,8.900866808,9.1873520732
Mat Kelly,8.900866808,8.6794800995
Data Cartel,8.9068905956,12.2711711911
rdayMedia,8.9128893362,12.2321210841
federico nanni,8.9188632373,8.3663222142
Amany Mohammed,8.933690655,10.7673568541
Kyle Strand,8.9483672316,8.9971794809
Webarchive Austria,8.9541963104,7.0768155971
Julien A. Raemy,8.985841937,8.8887432489
lyn maccorkle,8.9971794809,9.1421070573
Meshari Aljohani,9.0028150156,8.9483672316
Tessa Fallon,9.0112272554,9.2384047393
"""I didn't need to do this""",9.0168082877,8.5622424242
Heather (Ryan) Bowden,9.0168082877,9.5372184005
Donald Waters,9.022367813,8.5235619561
Frost Advisory,9.0306671362,9.1623913288
Joe Carrano,9.0416591516,8.3966047812
Eric Lease Morgan,9.0471239121,9.17990909
Ying-Hsang Liu,9.0498485495,10.0182001788
BOBCATSSS 2019,9.0552824355,12.2746693421
R Palmer,9.0552824355,11.1705510353
Mellissa Buys,9.0714623626,9.6054795181
mark john williamson,9.0714623626,10.2761244053
matthew furlin,9.0848083878,11.2911706993
Zak Zebrowski 🗽,9.0927571409,10.3531468255
Mary queen,9.0953970228,12.2185632362
JDNA,9.0953970228,9.0084286221
Fredericik Begbeder,9.098032083,12.2635626398
Bryan J. Brown,9.100662339,9.1724275086
Edward McCain,9.1163439612,10.1421070573
Michael Day,9.1215335173,9.9218409371
Maria Aghⓐzⓐriⓐn,9.1344263202,10.2021238238
Min-Yen Kan,9.1344263202,8.4093909361
Raymond Cha,9.1472049249,8.936637939
Yvonne Budden,9.1472049249,9.0112272554
azra 🕊️ @violeta@scholar.social,9.1898245589,9.5018371849
Grace Thomas,9.1947568544,9.3858624006
Salim Chemlal,9.1996723448,9.6794800995
Anat Ben-David (عنات بن دافيد),9.2045711442,9.0471239121
etegamist (a. labonte),9.2070143202,10.701306462
Todd Suomela,9.2191685205,10.0498485495
Nattiya Kanhabua,9.2336196768,8.5736471875
Brian D. Davison,9.2384047393,8.5235619561
Web Archive History,9.2431739835,8.3750394313
Amy Taylor,9.2502984179,11.5211096437
Autonomy Incubator,9.2526654325,6.2094533656
Klaus Berberich,9.2526654325,9.0028150156
Vincent Nouvet,9.2620948454,8.9395792143
#HeyGina,9.2807707701,10.5830827675
Todd Grappone,9.2877123795,9.1215335173
Future Medic Event 2018,9.2877123795,12.0914353863
Lozana Rossenova,9.2923216328,9.2045711442
Lauren Work,9.3083390301,9.0794847838
Avinash Gosavi,9.3083390301,11.0175044011
ODU Fan Forums,9.3128829553,10.7523806466
OAIS du Jour,9.3174126138,11.497851837
Özhan Sağlık,9.3331553503,11.8309112797
Ross Harvey,9.3331553503,10.0593444608
Paul Young,9.3398500029,10.5612879452
De Gruyter Libraries,9.3509391815,10.1459321458
Martha Anderson,9.3509391815,10.6653359172
Sawood Alam,9.3531468255,8.4716752144
Edith Halvarsson,9.364134655,9.3944626946
Jay Aronson,9.3793783671,10.4040771362
Xavier Agenjo,9.3793783671,8.9915218461
Maria Ryan,9.3987436919,10.1947568544
nothingmuch,9.4072677642,11.1000052244
Brooke Schreier Ganz,9.4157417683,12.2306209331
Beyond Citation,9.4199601778,8.8265484873
روبینہ نازلی,9.4220647662,10.8895039634
Anna Perricci,9.4283601727,10.1935253605
Stefan Gradmann,9.4346282276,9.5352753766
Mike Hucka,9.4367115421,9.3353903547
PolicySpace,9.4594316186,12.1111356702
Kevin Schlottmann,9.4614794473,10.2021238238
Kayvan,9.4696418172,11.4051414631
VT Computer Science,9.4716752144,9.4072677642
Martin Klein,9.4737057496,9.7846348456
Justin Littman,9.4838157773,6.8579809951
Tony Hammond,9.4838157773,11.1331422124
Abigail Potter,9.4898479604,9.5430318203
Em Johnson,9.4918530963,10.037546954
Gwendal Simon,9.4998458871,8.9886846868
Jo Ana Morfin,9.5018371849,10.5391588111
Hanna E. Morris,9.513727596,11.1085244568
Alex Wade,9.5255208091,9.9173720795
Bradley P. Allen,9.5294305541,9.5622424242
cathy marshall,9.5294305541,8.4553272203
Laura Wrubel,9.5313814605,9.3487281542
ADM,9.5352753766,8.900866808
Mohamed Magdy Gharib,9.5352753766,10.8963324039
Gene Golovchinsky,9.5372184005,8.3837042925
Rob Vesse,9.5391588111,8.672425342
John S. Erickson,9.5565060547,9.7598881832
Perma.cc,9.5603328342,8.4470832262
Holly Croft,9.5622424242,10.0754791495
Kees Teszelszky,9.5660540382,10.3869402453
mark f beasley,9.5905870499,10.068778278
Salwa Musa,9.5980525002,10.1749256825
EmeraldIKM,9.5980525002,10.5612879452
Philipp Mayr,9.603626345,8.0279059966
Bonfire of The Inanities,9.6147098441,12.283088353
Peter Keane,9.6202198255,10.5147140541
Educopia,9.6220518195,9.4594316186
Ava Forte Vitali,9.6293566201,10.9607259948
TUMAINI GEOFREY TEMU,9.6366246205,12.2871351861
andrea davis,9.6474584265,9.9929383362
𝓐𝓵𝓮𝔁𝓪𝓷𝓭𝓻𝓮,9.6546360285,11.1472049249
Jack Reed🐧,9.6564248633,9.9098930838
Tuija Sonkkila,9.6564248633,10.0443941194
sam meister,9.6617780978,10.1661630826
WWW2013,9.6617780978,10.4367115421
Stian Soiland-Reyes #FBPE  🇪🇺🇬🇧🇳🇴🇲🇽,9.6688849843,10.672425342
Jessica Smith,9.6688849843,12.0953970228
CJ,9.6899979714,11.3442959079
Erin Engle,9.6917435192,9.7279204546
Steve Hitchcock,9.6969675262,6.672425342
Anthony Cocciolo,9.7021726854,9.8765169466
maxgreco,9.7073591321,11.6679985357
Ryan Shaw 🌹,9.7108064337,9.5352753766
Meredith Evans,9.7125270004,8.4998458871
